ano,numero,disciplina,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,gabarito,categoria_disciplina
2014,45,CONHECIMENTOS PROFISSIONAIS,"Dois civis, sem muito conhecimento, foram realizar um mergulho, com cilindro, na lagoa de Furnas. Sem o conhecimento necessário, e sem consultar tabelas de mergulho, ultrapassaram o tempo de fundo. Após saírem da água, começaram a sentir fadiga, erupção na pele e coceira, dentre outros sintomas. Diante da situação, acionaram de imediato os bombeiros. Defronte dos acontecimentos, e das ações abaixo descritas, marque a única alternativa CORRETA:","Use O₂ a 100% com vítimas respirando, estando conscientes ou não, será sempre com válvula de demanda e sem umidificador, mesmo durante o transporte. Para pacientes em parada respiratória ou cardiorrespiratória será sempre com bolsa válvula-máscara com O₂ a 15 l/min, com umidificador.","Acione, de imediato, a aeronave de asas rotativas para o transporte da vítima, objetivando reduzir o tempo resposta de socorrimento da vítima. O transporte rápido e o atendimento imediato são fundamentais para a reversão do quadro de acidente de mergulho, desse modo, a aeronave é a melhor opção.","Deixe o paciente deitado de lado, com corpo nivelado, com a cabeça amparada, esteja atento a sintomas mais sérios e nunca administre líquidos por via oral, mesmo contrariando o pedido da vítima.","Se depois de aplicado os primeiros socorros o paciente apresentar melhora, não interrompa o fornecimento de O₂ até que o mesmo esteja dentro de um hospital, sendo atendido por um médico. A primeira referência é o hospital mais próximo, sempre.",D,Conhecimentos Profissionais
2014,46,CONHECIMENTOS PROFISSIONAIS,"De acordo com a ITO n. 14/07, no tocante às prescrições mais importantes a serem seguidas e que fortalecem a manutenção da disciplina da rede, marque a opção CORRETA:

I - Só transmitir quando a rede estiver em silêncio, devendo o operador escutar antes de transmitir.
II - Não interromper as transmissões de outro posto, exceto em casos excepcionais, quando a situação for grave e assim exigir.
III - Enviar indicativos de chamada com clareza e precisão, repetindo-os caso for necessário.
IV - Após três chamadas, sem que o posto atenda, o operador poderá solicitar que outro posto estabeleça uma ponte e retransmita a mensagem.",Somente as assertivas I e IV não estão incorretas.,"As assertivas I, II, III e IV não estão incorretas.",Somente a assertiva III está incorreta.,As assertivas III e IV estão incorretas.,ANULADA,Conhecimentos Profissionais
2014,47,CONHECIMENTOS PROFISSIONAIS,"De acordo com o Decreto n. 44.746/08, marque a afirmativa INCORRETA:","Para a execução e implantação das medidas de segurança contra incêndio e pânico, as edificações e áreas de risco devem atender às exigências previstas nas Instruções Técnicas e, na sua falta, às normas técnicas da ABNT e na ausência desta última, às literaturas internacionais científicas pertinentes consagradas.","Na ausência de normas ou omissão de regras gerais e específicas ou quando da impossibilidade técnica do cumprimento das exigências do Decreto n. 44.746/08, assim como os casos especiais, o Corpo Técnico do CBMMG, designado para esse fim, analisará cada caso e emitirá parecer para decisão do Centro de Atividades Técnicas, admitindo-se adotar literaturas internacionais científicas pertinentes consagradas, desde que atendam aos objetivos propostos.","De acordo com o Decreto n. 44.746/08, as edificações e área de risco são classificadas quanto à ocupação, quanto à altura e quanto à carga incêndio.","Os pedidos de reconsideração de ato serão interpostos, no prazo de dez dias a contar do conhecimento, pelo proprietário, responsável pelo uso ou responsável técnico, do ato administrativo praticado pelo CBMMG, podendo a autoridade que praticou o ato reconsiderar sua decisão nos cinco dias úteis subsequentes.",B,Conhecimentos Profissionais
2014,48,CONHECIMENTOS PROFISSIONAIS,"De acordo com a ITO n. 23/12, marque a assertiva CORRETA:",Parada cardiorrespiratória com 1 socorrista (paciente adulto): iniciar RCP com 15 compressões torácicas e 2 respirações de resgate com elevação visível do tórax.,Parada cardiorrespiratória com 1 socorrista (paciente criança): iniciar RCP com 15 compressões torácicas e 2 respirações de resgate com elevação visível do tórax.,A RCP deve ser realizada mesmo com o retorno do pulso após a desfibrilação.,Se a frequência cardíaca em recém-nascido for menor que 60 deve-se iniciar a RCP pelas compressões torácicas na frequência de 3 comp x 1 resp x 20 ciclos.,C,Conhecimentos Profissionais
2014,49,CONHECIMENTOS PROFISSIONAIS,"De acordo com a ITO n. 12/07, que regula as operações submersas no CBMMG, pode-se afirmar, EXCETO:","A embolia traumática pelo ar (ETA) ocorre quando o mergulhador tendo inspirado ar em um equipamento qualquer no fundo, volta à superfície sem o exalar. Esse efeito é provocado pela Lei de Boyle, pois à medida que a pressão externa diminui, o volume de ar no interior dos pulmões aumenta. Como os pulmões têm uma elasticidade limitada, poderá haver uma hiperdistensão alveolar e, em casos extremos, poderão romper-se, criando bolhas de ar na corrente sanguínea.","Narcose pelo nitrogênio é um acidente de mergulho caracterizado pela redução da capacidade motora e sensorial (semelhante à embriaguez alcoólica), decorrente da ação do nitrogênio no organismo. Aparece geralmente a partir dos 30 metros de profundidade.","Pneufatômero é um equipamento destinado a medir profundidades com equipamentos dependentes, consistindo em uma válvula de interceptação, um manômetro graduado em metros ou pés e uma mangueira fixa ao umbilical e com extremidade aberta.","Doença descompressiva (DD) é um acidente de mergulho decorrente de formação de bolhas de ar na corrente sanguínea, em quantidade capaz de produzir lesões de gravidade variável. Em geral é evitado pelo cumprimento de tabelas de descompressão que estabelecem um retorno gradual à superfície.",ANULADA,Conhecimentos Profissionais
2014,50,CONHECIMENTOS PROFISSIONAIS,"De acordo com a ITO n. 18/07, marque a opção INCORRETA:","Angústia, pânico, submersão e síndrome da imersão constituem as fases do afogamento.","Afogamento secundário é aquele em que a causa imediata da morte é o encharcamento alveolar, mas que isto decorreu de um fator determinante anterior.","Na hipotermia profunda (abaixo de 32 °C) não há tremedeira, ao contrário, ocorre na maioria das vezes o enrijecimento dos músculos.","Estertores são sons semelhantes aos roncos, porém mais agudos, lembrando o som produzido quando esfregamos um tecido em outro, próximo ao ouvido.",A,Conhecimentos Profissionais
2015,1,LEGISLAÇÃO INSTITUCIONAL,"Assinale a alternativa INCORRETA em relação ao que dispõe o Decreto n. 43.778/04, que institui o Sistema Integrado de Defesa Social, no âmbito da Secretaria de Estado de Defesa Social.","Os níveis de acesso de cada usuário serão estabelecidos mediante avaliação do órgão interessado, observado o sigilo legal e, as informações armazenadas na base de dados do SIDS serão disponibilizadas, com restrição, aos órgãos integrantes, devendo o Conselho Gestor estabelecer a política de segurança para a concessão de acesso aos usuários.",O Sistema Integrado de Defesa Social (SIDS) é estruturado operacionalmente pelo Centro Integrado de Atendimento e Despacho - CIAD e Centro Integrado de Informações de Defesa Social - CINDS.,"São pressupostos do Sistema Integrado de Defesa Social (SIDS), compatibilização das áreas geográficas de atuação das Polícias Civil e Militar, padronização dos formulários de registro de eventos de defesa social, das tabelas auxiliares e da codificação de naturezas utilizadas pelas polícias e bombeiros e adoção de normas e princípios que estabeleçam a metodologia de trabalho e o emprego da ação operacional integrada entre os órgãos e entidades que compõem o SIDS.",Fica assegurado ao Tribunal de Justiça do Estado de Minas Gerais e ao Ministério Público Estadual a indicação de representantes para integrarem o Sistema Integrado de Defesa Social (SIDS).,A,Legislação Básica
2015,2,LEGISLAÇÃO INSTITUCIONAL,Marque a opção CORRETA.,"As reclamações oriundas de civis, que chegam ao conhecimento da Administração Militar, as quais contenham indícios de crime militar e atos de improbidade, com autoria e materialidade definidas, não deverão servir para motivar a abertura de portarias de IPM.",O militar inativo convocado ou designado para o serviço ativo não poderá ser encarregado de Relatório de Investigação Preliminar (RIP).,"Quando o fato narrado não configurar indícios de crime, improbidade ou transgressão disciplinar, a reclamação será motivadamente arquivada, quando presentes de forma evidente as causas de justificação ou absolvição elencadas no Manual de Processos e Procedimentos Administrativos das Instituições Militares do Estado de Minas Gerais (MAPPA).","O local de audição do reclamante não deverá possibilitar a discrição e reserva ao reclamante/denunciante, em observância ao princípio da publicidade.",C,Legislação Básica
2015,3,LEGISLAÇÃO INSTITUCIONAL,"Considerando o que dispõe a Resolução n. 436/11, assinale a alternativa INCORRETA.","A Avaliação Anual de Desempenho e Produtividade (AADP) é a avaliação a que todo bombeiro militar será submetido, observando-se critérios de desempenho específicos referentes à disciplina, habilidades profissionais, aptidão física e disponibilidade para o trabalho.","No critério disponibilidade para o trabalho, para o cômputo dos dias efetivamente trabalhados, não será considerada a licença por motivo de doença em pessoa da família e para tratar de interesse particular.","A militar em período de gestação ou contemplada com a licença maternidade, que o fato coincida com a data de mensuração da AADP, nos critérios Habilidades Profissionais e Aptidão Física, não será atribuída a pontuação no ano vigorante.","O Treinamento Profissional Básico (TPB) é a atividade que visa ao preparo, capacitação, especialização e aperfeiçoamento do bombeiro militar, com vistas ao cumprimento de suas missões constitucionais.",C,Legislação Básica
2015,4,LEGISLAÇÃO INSTITUCIONAL,"O Código de Ética e Disciplina dos Militares, instituído pela Lei n. 14.310/02, APLICA-SE.",Aos Bombeiros Voluntários.,Aos funcionários civis que realizam serviços de conservação e limpeza no interior dos quartéis.,Aos funcionários civis contratados.,"Aos militares da reserva remunerada, nos casos expressamente mencionados no CEDM.",D,Legislação Básica
2015,5,LEGISLAÇÃO INSTITUCIONAL,"De acordo com a Lei n. 14.310/02, assinale a alternativa que NÃO indica circunstância agravante.",Ter sido cometida a transgressão por motivo de relevante valor moral.,Cometimento da transgressão durante a execução do serviço.,Estar o acusado classificado no conceito 'C'.,Conluio de duas ou mais pessoas.,A,Legislação Básica
2015,6,LEGISLAÇÃO INSTITUCIONAL,"O militar com pendência nas avaliações do Treinamento Profissional Básico - TPB, um vez cessado o motivo de impedimento, terá o prazo de ____ dias úteis para apresentar requerimento para sua submissão à avaliação.",Cinco dias.,Dez dias.,Quinze dias.,Vinte dias.,B,Legislação Básica
2015,7,LEGISLAÇÃO INSTITUCIONAL,"De acordo com a Lei n. 10.366/90, o direito do beneficiário à cota individual de pensão se extingue, EXCETO.",Pelo falecimento.,Pelo casamento ou companheirismo.,"Aos 18 anos de idade, para o filho ou irmão não inválido.","Pela aquisição de meios de subsistência, para o dependente que o seja por dependência econômica.",C,Legislação Básica
2015,8,LEGISLAÇÃO INSTITUCIONAL,"São requisitos para que o militar receba o adicional de desempenho, EXCETO.",Estabilidade.,No mínimo 3 avaliações de desempenho individual satisfatórias.,Resultado igual ou superior a 70 pontos em três ADI's.,"Ter pelo menos 3 anos de efetivo serviço no Estado, mediante avaliação de desempenho individual.",D,Legislação Básica
2015,9,LEGISLAÇÃO INSTITUCIONAL,Marque a alternativa INCORRETA.,"O Treinamento Técnico em Serviço para o efetivo operacional deverá ser aplicado no horário de prontidão, devendo ser registrado em livro próprio, sob a responsabilidade do chefe de serviço, e deverá acontecer entre 09h e 21h, sob a coordenação do chefe de serviço, podendo o militar permanecer, no máximo, duas horas na atividade física.","Considerando a Resolução n. 485/12, podemos afirmar que as condecorações nacionais têm precedência sobre as estrangeiras.","Poderão fazer parte da composição do Processo de Indenização Securitária cópias autenticadas do Processo de Pensão Acidentária e/ou Atestado de Origem, como forma de melhor documentar o processo.","Conforme dispõe a Resolução n. 436/11, para fins de estabilidade, o militar deverá alcançar no mínimo 70 pontos em cada ADI nos três primeiros anos de seu ingresso na Instituição.",A,Legislação Básica
